Dave Chappelle says Gaza facing ‘genocide’ during UAE gig,2024-05-24
Israeli ambassador says Irish people have 'one-sided view' of Middle East conflict,2024-02-21
EU leaders vow to impose tougher sanctions on Iran as Ukraine pleads for support,2024-04-18
Students resume pro-Palestinian protests at prestigious Paris university,2024-04-26
‘This is about peace’: Ireland recognises the state of Palestine,2024-05-22
Deal struck to deliver medicine to hostages as Palestinians fight in Gaza,2024-01-17
Taoiseach discusses Palestine with the King of Jordan,2024-05-15
Public urge Taoiseach not to travel to US for St Patrick's Day,2024-03-10
Government urged by Trócaire to support South African case against Israel,2024-01-23
Israel orders mass evacuations as it widens offensive across Gaza Strip,2023-12-04
"Palestinian death toll in Gaza has risen above 30,000, says health ministry",2024-02-29
"Gaza Health Ministry says Palestinian death toll has crossed 29,000",2024-02-20
US fighter shoots down missile fired at warship in Red Sea,2024-01-15
Israeli ambassador calls on Hamas to allow Palestinian people to leave Gaza,2023-10-16
Israel ‘does not plan to control life in Gaza’ after destroying Hamas,2023-10-20
Palestinians struggling to flee south in Gaza after Israel’s evacuation order,2023-10-14
"Hamas proposes three-stage ceasefire over 135 days, leading to end of war",2024-02-07
"ICC warrants for Netanyahu and Hamas chiefs ‘deeply unhelpful’, says Sunak",2024-05-21
Joe Biden says strikes show US ‘will not tolerate’ Red Sea attacks,2024-01-12
Daughter of Irishman feared dead in Hamas attack believed to still be alive,2023-11-06
Web Summit co-founder claims Paddy Cosgrave’s Israel posts damaged business,2023-11-24
Varadkar warns against expelling Israeli ambassador to Ireland,2023-11-07
Pro-Palestinian protesters defy police orders to remain on US campus,2024-05-02
Iranian commander renews vow to avenge Syria strike that killed two generals,2024-04-06
Hizbullah fires rockets at north Israel after air strike kills five senior fighters,2023-11-23
Counter-protesters clash with police ahead of pro-Palestine march in London,2023-11-11
Benjamin Netanyahu says Israel ‘committed as ever’ to war after hostage deaths,2023-12-16
"Iran risks 'uncontrollable regional escalation', G7 warns",2024-04-14
Blinken calls pathway to Palestinian state ‘necessity for Israeli security’,2024-01-17
Simon Harris’s speech ‘absolutely clear’ despite Israeli criticism,2024-04-11
US to ‘relist Yemen’s Houthis as specially designated global terrorists’,2024-01-16
Israeli medical experts declare some Gaza hostages dead in absentia,2023-12-04
Taoiseach begins week-long visit to US amid concern over Gaza crisis,2024-03-11
Defence Forces ‘monitoring the situation’ in Middle East,2023-10-13
Jeremy Corbyn accuses Israel of ‘cleansing entire population of Gaza’,2023-12-04
"Israel will continue until ‘total victory’ over Hamas, says Netanyahu",2024-03-17
Fighting goes on in Gaza’s largest cities amid fears of mass displacement of people,2023-12-11
Ireland set to recognise Palestinian state on Wednesday despite Israeli warning,2024-05-21
Family of Irish-Israeli girl feared kidnapped living a ‘constant nightmare’,2023-11-06
Pupils wearing pro-Palestinian badges referred to counter-terror scheme – union,2024-04-04
Ship set to leave Cyprus in humanitarian aid mission to Gaza,2024-03-09
"Disease could be bigger killer than bombs in Gaza, WHO warns",2023-11-28
Two US-flagged cargo ships come under attack off Yemen,2024-01-24
Saudi Arabia ‘won’t recognise Israel without path to a Palestinian state’,2024-01-22
Biden lands in Israel as Middle East turmoil grows following Gaza hospital blast,2023-10-18
What options does Israel have to strike back at Iran?,2024-04-16
Man charged over pitch incident at Scotland v Israel match,2024-06-01
"US to give 1 billion dollars in arms deal to Israel, congressional aides say",2024-05-15
Netanyahu cancels trip to Washington to protest over UN’s Gaza ceasefire call,2024-03-25
SDLP to boycott White House St Patrick’s events in protest at US stance on Gaza,2024-01-29
Irish soldiers ‘not nervous’ ahead of deployment to Lebanon,2023-10-19
More hostages released as Israel-Hamas truce extended,2023-11-27
"Israel strikes near Gaza’s largest hospital, accusing Hamas of using it as a base",2023-10-29
UCD pro-Palestine encampment aiming to build on momentum of Trinity demonstrations,2024-05-13
Egypt sends delegation to Israel in hopes of brokering ceasefire,2024-04-26
WHO chief thanks Ireland for ‘moral leadership’ on Gaza crisis,2023-12-18
Israeli military confirms release of six more hostages in Gaza Strip,2023-12-01
"Pope appeals for ceasefire in Gaza as he leads 30,000 in Easter Sunday Mass",2024-03-31
What is Islamic Jihad? The Hamas ally at war with Israel,2023-10-18
Israel-Hamas war by numbers as conflict reaches 100-day mark,2024-01-14
Iran says it will retaliate for Israel's attack on its Damascus consulate,2024-04-02
Blinken begins latest Middle East tour in Turkey amid fears of wider conflict,2024-01-06
"50 Irish citizens have left Gaza through Rafah crossing, says the Department of Foreign Affairs",2023-11-18
Oxford and Cambridge students set up Gaza protest camps,2024-05-06
Hamas says it releases two US hostages 'for humanitarian reasons' after Qatari efforts,2023-10-20
Heavy fighting rages in Gaza as US sends more tank ammunition to Israel,2023-12-10
What is the Israel-Hamas dispute about?,2023-10-09
Israel faces new ceasefire calls after hostage killings raise alarm over conduct,2023-12-17
Hizbullah fires rockets at Israel in response to killing of senior Hamas figure,2024-01-06
Who are the Houthi rebels behind attacks on ships in Red Sea?,2024-01-12
South Africa expects ICJ judgment on Gaza emergency measures on Friday,2024-01-24
Growing concern over Israel’s tactics in Gaza as civilian casualties rise,2023-11-11
Labour calls on Sinn Féin to direct US funding to Gaza humanitarian groups,2024-01-30
Pro-Palestine demonstrations held in Belfast and Dublin,2024-01-06
Israel intensifies assault on southern Gaza amid fears over civilian deaths,2023-12-02
US and UK forces bomb Houthi targets in Yemen,2024-01-12
Biden approves military air drops of aid into Gaza after dozens killed,2024-03-01
Israel faces new condemnation over Rafah strikes,2024-05-27
"Gaza ceasefire plan should be given ‘positive’ consideration, Taoiseach says",2024-06-01
Another 25 more Irish citizens expected to be able to leave Gaza – Tánaiste,2023-11-17
Man throws rodents into a McDonald's in apparent anti-Israel protest,2023-10-31
"Israeli forces storm hospital in northern Gaza, Health Ministry spokesman claims",2023-12-12
Israel ‘has become a country blinded by rage waging a war on children’ – Harris,2023-11-15
Two protests held at Leinster House as Dáil returns,2024-01-17
Israel-Hamas war temporary truce sets stage for exchange of hostages,2023-11-24
Calls for temporary ceasefire as Gaza humanitarian crisis grows,2023-11-04
Israel shoots down hundreds of drones and missiles launched by Iran,2024-04-14
Cyprus’ president says country is ready to ship aid to Gaza,2023-11-20
Varadkar says it is ‘wrong’ to be fired for views after Israeli firm sacks Dublin woman,2023-10-24
Palestinian militants fight in hard-hit areas of Gaza and fire rockets at Israel,2024-01-16
Tens of thousands take part in march for Palestine in Dublin,2024-03-23
Pro-Palestine activist group occupy Department of Transport offices,2023-11-06
Aid groups scramble to help as Israel-Hamas war intensifies,2023-10-10
Gigi and Bella Hadid donate $1 million to support families in Palestine,2024-06-01
Finland’s Kaarija asks for removal of video with Israeli Eurovision act,2024-05-10
Eurovision organisers confirm ‘independent expert’ to analyse 2024 competition,2024-06-05
Israel offers to evacuate babies from crippled Gaza hospital,2023-11-12
London police arrest dozens as pro-Palestinian rally draws counter-protests,2023-11-11
Israel and Hamas urged to show ‘more commitment’ to ceasefire talks,2024-04-28
Details of 40-day Gaza truce draft proposal being studied by Hamas,2024-02-27
PEN America cancels literary awards after writers’ boycott over Israel-Hamas war,2024-04-23
"Trinity drops €200,000 fine against students’ union",2024-05-20
At least 17 killed in Israeli airstrike in southern Gaza,2024-03-05
Biden urges 'continuous flow' of aid to Gaza in call with Netanyahu,2023-10-24
More than 700 said to have been killed in day in Gaza as Israel expands strikes,2023-10-24
"Israel orders evacuation of 1.1 million people from northern Gaza, UN says",2023-10-13
Artists create alternative Eurovision in response to Israel’s participation,2024-05-11
"Israel ready to halt war during Ramadan if hostage deal reached, says Biden",2024-02-27
South Africa lodges ‘urgent request’ with UN court over Israel’s attack on Rafah,2024-02-13
UN chief asks donor nations to continue funding UNRWA,2024-01-31
Rescued hostage Emily Hand’s father thanks public for support,2023-11-26
Key component of Netanyahu’s polarising judicial overhaul is overturned,2024-01-01
Condemnation of Israel’s actions in Gaza grows after dozens die waiting for aid,2024-03-01
Varadkar: Solidarity for Israel will fall apart if it goes too far in Gaza,2023-10-10
Varadkar criticises US weapon supply to Israel ahead of White House visit,2024-03-17
Many of those killed in Gaza aid stampede were shot by Israelis – EU diplomats,2024-03-02
Biden says he has decided how to respond to attack on US troops in Jordan,2024-01-30
Israel pulls thousands of troops from Gaza as combat focuses on southern city,2024-01-01
Israel’s president accuses BBC of ‘atrocious’ coverage of Hamas-Israel conflict,2023-10-19
"Kay Burley’s remarks about Palestinian ambassador receive 1,500 complaints",2023-10-18
Suella Braverman accused of ‘stoking division’ with Ireland 'hate marches' comments,2023-11-09
"Women and children are main victims in Gaza war, says UN",2024-01-20
"EU speaks with one voice over humanitarian aid for Gaza, says McGuinness",2023-10-19
"Water supplies critical as Gazans living on two pieces of bread per day, says UN",2023-11-04
Woman’s fight to secure son’s release marked with tape every day,2024-01-13
Ireland urged to join genocide case against Israel ,2024-01-27
Zara pulls controversial campaign claiming 'misunderstanding' after calls for boycott,2023-12-12
Taoiseach: EU far too passive for far too long over Middle East conflict,2023-12-06
Irish student in Gaza prepared to travel by horse to get to Rafah crossing,2023-11-03
Five patients die as oxygen cut off during Israeli raid on hospital,2024-02-16
Tánaiste: ‘We’re saying to Israel not to respond to Iran’s attack’,2024-04-17
Joe Biden warns Benjamin Netanyahu against major Rafah offensive,2024-05-07
Macron urges Israel to stop bombing women and babies in Gaza,2023-11-11
Taoiseach calls for ‘humanitarian ceasefire’ in Israel-Hamas conflict,2023-10-18
Hamas says it releases two female captives for health reasons; source says they are elderly Israelis,2023-10-23
Israel ‘signed on’ to Gaza ceasefire and hostage release deal,2024-03-02
"Politics watch: Budget 2024 reaction, Israel-Hamas war",2023-10-16
Brazil’s president withdraws ambassador to Israel,2024-05-29
Netanyahu aide: Biden's Gaza plan 'not a good deal' but Israel accepts it,2024-06-02
Biden warns Israel over possible military operation in Rafah,2024-02-11
"Palestinian relief agency faces cash crunch next month, chief says during Dublin visit",2024-02-15
Israeli tanks reported near hospital in embattled north Gaza,2023-11-20
Man arrested on suspicion of terror-related offence at London pro-Palestinian protest,2024-03-30
Israeli strike kills Hezbollah commander in latest escalation linked to Gaza war,2024-01-08
"Biden meets families of US troops killed in Jordan, who he says ‘risked it all’",2024-02-02
Israeli offensive shifts to crowded southern Gaza,2023-12-02
'Grateful for your dissenting voice': Taoiseach and Tánaiste receive mixed messages on Israel-Hamas stance,2023-12-03
More than 30 reported dead in Israeli air strikes on Gaza Strip,2024-01-13
"Boycotting Eurovision over Israel ‘not the right way to go’, says Varadkar",2023-12-25
"Gaza death toll exceeds 20,000 as Israel expands ground war against Hamas",2023-12-22
Explained: Why the Bab al-Mandab shipping lane has become a target,2023-12-16
Mediators aim to extend truce in Gaza as last planned hostage releases begin,2023-11-29
Sunak follows Biden to Israel to show support 'in darkest hour',2023-10-19
Starmer suffers major frontbench rebellion in Gaza ceasefire vote,2023-11-15
Israeli military vows response to Iran attack as calls for restraint mount,2024-04-16
Israel says two hostages have been rescued from Gaza Strip,2024-02-12
UN World Food Programme suspends aid amid chaos in northern Gaza,2024-02-20
Antony Blinken continues Middle East diplomacy amid Gaza conflict,2024-01-07
Gaza medical officials say Israeli strike kills four foreign aid workers,2024-04-01
Queen’s University Belfast students stage sit in for Palestine,2024-05-08
Israel dismisses two officers over deadly drone strikes on aid workers in Gaza,2024-04-05
Israel vows to fight on in Gaza despite rising international pressure,2023-12-14
Government charter €7k per hour plane to take Martin to Middle East as Learjet breaks down,2023-11-15
Israeli diplomat deletes tweet claiming Ireland funded Hamas tunnels in Gaza,2023-10-23
Israeli strikes across Gaza kill dozens of Palestinians,2023-12-28
Iran warns Israel its embassies are not safe after deadly Damascus strike,2024-04-07
Israel closes Gaza crossing after Hamas attack and vows military operation,2024-05-05
Antony Blinken struggles for support in efforts to help civilians in Gaza,2023-11-06
Israel and Iran play down apparent Israeli air strike near nuclear site,2024-04-19
Explained: What is the genocide case against Israel at top UN court?,2024-01-08
Israel under pressure over plight of Gaza civilians as thousands flee,2023-11-08
Irish-Palestinian man stuck in Rafah tells of fear of never seeing family again,2024-02-16
Israeli forces take control of Gaza side of Rafah crossing with Egypt,2024-05-08
Blinken says Turkey committed to ‘positive’ role in post-war Gaza,2024-01-06
Irish soldiers 'holding up very well' as Israel and Lebanon exchange fire,2023-10-25
Safety of Irish troops in Middle East ‘of paramount concern’ – Tánaiste,2023-10-31
G7 ministers seek unity on Israel-Hamas war and other global crises in Tokyo,2023-11-08
Irish citizens advised to leave Lebanon amid ‘highly volatile’ situation,2023-10-25
‘Gaza is not there anymore’: Qatari premier warns of massive destruction,2024-01-16
Ceasefire allows aid to enter Gaza,2023-11-24
"Israel open to ‘little pauses’ between strikes on Gaza, Benjamin Netanyahu says",2023-11-07
Further blow for Web Summit as Google withdraws over Cosgrave's Israel-Hamas comments,2023-10-20
Taoiseach says Israeli ambassador's comments are attempt to distract from Rafah strikes,2024-05-27
Kay Burley’s remarks about Palestinian ambassador ‘potentially misleading’,2023-10-21
Taoiseach tells Biden: It is possible to be for Israel and for Palestine,2024-03-18
Jeremy Corbyn to join South African delegation for Israel genocide case,2024-01-10
UN top court orders Israel to open more land crossings into Gaza,2024-03-28
Protests in Dublin and Belfast urge Biden to support Gaza ceasefire,2024-03-15
Lebanon-based Hizbullah and Israel trade heavy cross-border fire,2024-01-06
US vows to work with new Palestinian Authority ‘to deliver credible reforms’,2024-03-30
Irish MEPs criticise wording of ‘conditional’ EU call for Gaza ceasefire,2024-01-18
"Donald Trump foreign policy advisers met Netanyahu, source says",2024-05-20
Sweden to resume funding UN agency for Palestinians amid growing hunger,2024-03-09
Mary Robinson calls on US to stop sending weapons and funds to Israel,2024-03-15
Gaza City encircled as Israel splits territory into two,2023-11-06
"Ireland has no plans to suspend funding to UN agency for Palestinian refugees, Martin says",2024-01-27
Israeli strike ‘kills 76 from one family’ as offensive expands in southern Gaza,2023-12-23
Holocaust survivor joins Israel’s legal attempt to counter genocide claim,2024-01-10
What is the fallout from Iran’s attack on Israel?,2024-04-14
"Hamas says 70 people, mostly fleeing women and children, died in Israeli strikes",2023-10-13
Amal Clooney supports ICC seeking arrest warrants for Netanyahu and Hamas chiefs,2024-05-20
Canada says it is working to deliver aid to the Gaza Strip as soon as possible,2024-02-29
Aid to Gaza halted with communications down for second day,2023-11-17
Palestinian ambassador receives standing ovation at Sinn Féin conference,2023-11-11
President leads tributes after death of Irish-Israeli woman Kim Damti following Hamas attack,2023-10-12
Ireland and Spain to recognise Palestinian state later this month,2024-05-10
"Disaster ‘bigger than all of us’, Gaza Strip doctor warns",2024-01-13
Profound sadness and anger grip Israel on Memorial Day,2024-05-13
Top UN court orders Israel to halt military operation in Rafah,2024-05-24
Google fires 28 staff after office sit-ins to protest cloud contract with Israel,2024-04-18
"Renewed Israeli bombardment of Gaza will prove counterproductive, says Varadkar",2023-12-05
Gaza hostages’ families launch four-day march to demand their freedom,2024-02-28
"US mother and daughter held hostage by Hamas have been released, says Israel",2023-10-20
Fine Gael members criticise Simon Harris over recognising Palestine in 'tense' meeting,2024-05-23
Fire on British-linked ship put out after Houthi strike in Gulf of Aden,2024-01-27
President Joe Biden to visit Israel and Jordan for talks,2023-10-17
Pope shows off rosary of dead Ukrainian soldier as he denounces ‘madness of war’,2024-04-03
Jonathan Glazer condemns bombing of Gaza in Oscar speech,2024-03-11
Israel strikes Gaza’s second largest city in new phase of the war,2023-12-05
Israel complains after Vatican cardinal refers to ‘carnage’ in Gaza,2024-02-15
Israeli forces kill at least seven Palestinians in West Bank raid,2024-05-21
Ireland ‘must ensure US planes at Shannon are not carrying arms for Israel’,2023-11-21
Corbyn calls Hamas ‘terrorist group’ but says Israel behind ‘acts of terror too’,2023-11-18
Thousands take part in pro-Palestinian rally in Belfast,2023-10-15
Hostage held in Gaza dies as Israel and Hamas work on a ceasefire deal,2024-05-03
Government declines to comment on reports that Irish citizen is Hamas hostage,2023-11-02
G7 nations announce unified stance on Israel-Hamas war,2023-11-08
US military aircraft drop thousands of meals into Gaza,2024-03-02
Eurovision’s Bambie Thug cried after finding out Israel had made it to final,2024-05-11
Gaza aid via temporary pier suspended after rough seas cause damage – officials,2024-05-28
Israeli strikes kill 44 Palestinians in Rafah as Netanyahu signals invasion,2024-02-10
"Gaza war 'could be over tomorrow' if Hamas laid down weapons, Israeli ambassador claims",2023-12-21
Sunak on Gaza hospital blast reporting: Hamas should be distrusted like the Kremlin,2023-10-18
UK to conduct Middle East surveillance flights to help find Hamas hostages,2023-12-03
Ireland will ‘certainly’ recognise Palestinian statehood this month,2024-05-15
"Gaza health officials say 20,000 Palestinians have been killed in the conflict",2023-12-22
"Ireland recognises Palestinian state, urging Israel to end 'humanitarian catastrophe' in Gaza",2024-05-28
Dozens dead in one of deadliest Israeli strikes since Gaza war began,2023-12-24
Gaza protesters target White House dinner but Biden focuses on Trump,2024-04-28
Woman believed to be held hostage in Gaza declared dead,2023-12-28
Thousands march in Dublin in support of Palestinians,2023-10-21
Tánaiste urges countries to reverse UNRWA funding suspension,2024-02-15
"Fighting rages in Gaza as Israel signals tactics shift, troop pullback",2024-01-01
Aid workers killed by Israeli airstrikes represented ‘best of humanity’,2024-04-25
Hamas to free more hostages in exchange for Palestinian prisoners in second swap,2023-11-25
Israel will let Egypt deliver some aid to Gaza as it reels from hospital blast,2023-10-18
"Israel says siege will remain until hostages freed, as Gaza desperation grows",2023-10-12
Biden condemns retaliatory attacks by Israeli settlers against Palestinians,2023-10-26
Three more Irish citizens leave Gaza,2023-11-16
Former Israeli leader defends call to relocate one million civilians from Gaza,2023-10-13
First deliveries of aid for Gaza move across newly built floating pier,2024-05-17
Israel's war on Hamas homes in on Gaza hospitals,2023-11-11
Ireland seeking review of EU-Israel agreement over rights concerns,2024-02-02
Human Rights Watch accuses Israel of blocking aid in violation of UN court order,2024-02-26
SDLP confirms full Washington boycott for St Patrick’s week in Gaza protest,2024-03-13
Israeli warplanes hit Maghazi refugee camp in Gaza leaving at least 33 dead,2023-11-05
Israel warns Ireland against recognising Palestinian state,2024-03-25
"Israeli strikes kill 35 in Rafah as displaced people hit, say Palestinian medics",2024-05-26
Israel war cabinet member threatens to quit government unless new plan adopted,2024-05-18
EU opens investigation into X over disinformation concerns,2023-10-13
Israel tells Gazans to move south or risk being seen as 'terrorist' partner,2023-10-22
Palestinians mourn 28 killed in Israeli air strikes on Gaza refugee camps,2024-03-20
Biden calls ICC request for Netanyahu arrest warrant 'outrageous',2024-05-20
Houthi rebels hijack Israeli-linked ship in Red Sea,2023-11-20
Blinken urges reform as he pushes post-war plan including Palestinian state,2024-01-10
Desperation grows among Palestinians as Israel’s war in Gaza continues,2023-12-08
Defence Forces confirm no Irish soldiers injured in air strike in Lebanon,2024-03-30
UK Commons speaker still under pressure as almost 70 MPs sign call for him to quit,2024-02-23
Dozens arrested as police clear pro-Palestinian encampment at US university,2024-05-08
US defence secretary in Israel ‘to press for a more targeted approach in Gaza’,2023-12-18
Blinken urges Israel to engage with region on plans for post-war Gaza,2024-01-09
"Michigan's 100,000 'uncommitted' votes show Israel impact on Biden",2024-02-28
"Israel losing support, says Taoiseach as Ireland backs UN Gaza ceasefire resolution",2023-12-13
At least 35 dead in Gaza strikes as Netanyahu says war will continue for months,2023-12-31
Biden rejects International Criminal Court warrant request for Israeli leaders,2024-05-21
Opposition calls on Government to join South African case against Israel,2024-01-09
Greta Thunberg: Israel is trying to ‘artwash’ Eurovision,2024-05-10
UN court to open hearings on legality of Israeli occupation,2024-02-18
Israel and Hamas look to extend ceasefire on final day,2023-11-27
Aid from new pier off Gaza should be distributed this weekend,2024-05-18
Israeli army tells Palestinians to leave parts of Rafah before expected assault,2024-05-06
"US paused bomb shipment to Israel over Rafah invasion concerns, official says",2024-05-08
Uncertainty over US Senate's $93.5bn Ukraine and Israel package,2024-02-13
Tánaiste calls on Israel to rescind Gaza evacuation order,2023-10-13
Rallies in support of Palestine to be staged around Ireland this weekend,2023-10-14
Gaza still has fuel but it could run out in hours – Red Cross,2023-10-12
Ambush kills nine Israeli soldiers in Gaza City,2023-12-13
Six children among nine Palestinians killed by Israeli air strike in Rafah,2024-04-20
Case of Irish-Israeli girl feared kidnapped raised with Palestinian leadership,2023-11-09
UN approves resolution on aid to Gaza without call for suspension of hostilities,2023-12-22
UK Labour frontbencher resigns over party stance on Gaza,2023-11-08
"White House details $105bn funding request for Israel, Ukraine and more",2023-10-20
UN Security Council acts to boost aid to Gaza after US abstains,2023-12-22
Iran strikes targets in northern Iraq and Syria as regional tensions escalate,2024-01-16
"Israel's ambassador to Ireland, recalled in Palestine dispute, warns of tech impact",2024-05-27
Elon Musk visits Israel amid growing accusations of antisemitism on X,2023-11-27
More hostages and prisoners freed on fifth day of temporary Israel-Hamas truce,2023-11-28
Why is Israel competing at Eurovision?,2024-05-09
"'Catastrophic humanitarian crisis unfolding in Gaza,' warns Unicef Ireland",2023-10-16
Government accused of ‘double standards’ over Israel,2023-11-14
Eight children among 16 dead as Israel launches airstrikes against Gaza town,2024-01-18
Gaza City plunged into telecommunications blackout after latest Israeli attack,2023-11-01
Five takeaways as Israel-Hamas conflict reaches 100-day mark,2024-01-13
Irish ambassador to Israel to be reprimanded after Varadkar tweet,2023-11-26
Tánaiste confident Irish citizens in Gaza will be able to leave in coming days,2023-11-17
Israeli army shows devastation in northern Gaza as invasion grinds on,2023-11-08
"Gaza receives aid shipment as deaths top 8,000 and Israel widens offensive",2023-10-29
Irish national near Rafah crossing since October 'so lucky to be leaving' Gaza,2023-11-15
Rifts emerge among top Israeli officials over handling of war against Hamas,2024-01-19
African leaders condemn Israel’s offensive in Gaza,2024-02-17
How the Hamas attack on Israel unfolded,2023-10-07
"Iranian attack damaged taxiway at Israeli air base, satellite image shows",2024-04-20
Houthi rebels unveil solid-fuel missile that resembles Iranian hypersonic weapon,2024-06-06
What is Hamas and what does it want?,2023-10-09
Five things to know about the Hamas militant group’s attack on Israel,2023-10-07
Death threat and ‘white powder’ sent to Israeli ambassador in Dublin,2024-03-22
Brazilian president accuses Israel of committing genocide in Gaza,2024-02-24
Netanyahu vows to demolish Hamas as troops prepare to move into Gaza,2023-10-15
Ireland should impose sanctions on Israel to stop Palestinian deaths – activists,2024-05-14
Israeli strikes kill civilians at Gaza combat zone shelters,2023-11-04
US and UK militaries again jointly hit Houthi missile sites in Yemen,2024-01-22
Which fighter jets and bombs are being used to strike Houthi rebel sites?,2024-01-23
Tánaiste's team forced to make emergency stop in Israel amid air raid sirens,2023-11-16
UN appeals for $2.8bn to help three million Palestinians in need of aid,2024-04-17
Gaza communications blackout ends amid hope over critical aid deliveries,2023-11-18
Scottish first minister shares ‘deep personal relief’ as in-laws escape Gaza,2023-11-03
UN rights office says Israeli settlements in Palestinian areas are ‘war crime’,2024-03-08
Palestinians say 39 prisoners to be freed from Israeli jails,2023-11-24
"Israel engaging in collective punishment in Gaza, Taoiseach says",2023-10-12
Irish-Palestinian man reunited with family after escaping from Gaza,2024-05-04
Starmer says he wants Labour to be ‘as united as we can’ after Gaza vote split,2023-11-16
Netanyahu rejects ‘international dictates’ on resolution with Palestinians,2024-02-16
"No-one can halt Israel’s war to crush Hamas, says Netanyahu",2024-01-13
BBC News admits ‘mistake’ in live coverage of Gaza hospital bombing,2023-10-19
Michael D Higgins condemns ‘propaganda campaign’ against UN over Gaza,2024-03-11
UN agencies warn of famine and disease in Gaza and urge faster aid arrivals,2024-01-15
Mohamed Salah calls for Gaza to be given humanitarian aid immediately,2023-10-19
"European countries need to recognise Palestinian statehood, Harris says",2024-04-17
"Israeli fire strikes crowd waiting for aid in Gaza City, killing at least 20",2024-01-25
US ‘strikes Yemen-based Houthis again and hits anti-ship missiles’,2024-01-16
Cartoonist Steve Bell sacked by Guardian in antisemitism row over Netanyahu drawing,2023-10-16
Hamas officials join Mandela’s family to mark 10th anniversary of his death,2023-12-05
Protests as Israeli president attends opening of Netherlands Holocaust museum,2024-03-10
"Israel’s Netanyahu vows to carry out Rafah invasion, declaring there is a date",2024-04-08
"More than 2,100 arrests made during pro-Palestinian protests at US colleges",2024-05-03
US military to set up temporary port in Gaza to increase flow of aid,2024-03-07
Murals by Gazan artists recreated on Belfast wall in show of solidarity,2024-03-03
Scottish first minister's in-laws trapped in Gaza,2023-10-11
"Palestinian death toll has reached 29,000, says Gaza Health Ministry",2024-02-19
Ireland to push for EU sanctions on 'terrorist' settlers in the West Bank,2023-12-11
Israel and Hamas agree to extend truce for a further day,2023-11-30
Israeli cabinet to consider possible deal for temporary ceasefire and hostages' release,2023-11-21
Israel aims to contain fallout from arrest warrant request backed by some allies,2024-05-21
Gaza death toll rises as Blinken returns to the Middle East,2024-02-05
Biden says Gaza hospital blast ‘done by the other team’ and not Israel,2023-10-18
Israel preparing for possible ground assault as air strikes devastate Gaza,2023-10-12
Irish father of girl feared to be hostage in Gaza ‘praying that she comes back’,2023-11-06
Gaza death toll: how many Palestinians has Israel's campaign killed?,2024-05-14
Dutch Eurovision act stopped from rehearsing by organisers over ‘incident’,2024-05-10
White House says ‘it is right time’ for Israel to scale back Gaza war,2024-01-15
ICC arrest warrants for Netanyahu and Hamas chiefs will not help – UK government,2024-05-20
'We see you': Ireland to formally recognise state of Palestine,2024-05-22
